date,user_id,age,mood,anxiety,energy,burnout,journal_entry,sleep,refreshed_after_sleep,steps_taken,water_intake,caffeine_intake,work_hours,outfit_type,music_genre,music_volume,music_time,on_period_today,cycle_phase,symptoms_experienced,major_event_log
2025-04-25,user_036,22,9,7,10,Not at all,,2.1,Kind of,8000+,<1L,None,8+ hrs,"Comfy (PJs, oversized)",Dance music,Loud,Morning,No,No clue,None,
2025-04-26,user_036,22,5,5,5,Full-on burnout,,8.2,Kind of,2000–5000,2.5L+,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,No clue,None,
2025-04-27,user_036,22,2,3,7,Not at all,Productive day at work.,3.6,Kind of,5000–8000,1–1.5L,1 cup,5–8 hrs,Athletic/Activewear,"EDM, Happy Vibey pop",Low (background),Afternoon,No,No clue,None,
2025-04-28,user_036,22,7,6,6,Drained,,1.7,Yes,5000–8000,1.5–2.5L,2 cups,<2 hrs,"Casual (jeans, tee)",Lofi,Low (background),Night,No,No clue,None,Felt sick
2025-04-29,user_036,22,2,7,1,Drained,,9.9,No,5000–8000,1.5–2.5L,1 cup,8+ hrs,"Comfy (PJs, oversized)",Carnatic,Low (background),Afternoon,No,No clue,None,
2025-04-30,user_036,22,4,7,5,Drained,,10.6,No,<2000,<1L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,No,No clue,None,
2025-05-01,user_036,22,4,7,8,Full-on burnout,Relaxed evening.,5.7,No,2000–5000,1–1.5L,2 cups,<2 hrs,Formal (workwear),K-pop / J-pop,Low (background),Night,No,No clue,None,
2025-05-02,user_036,22,2,1,8,Not at all,Relaxed evening.,4.3,Yes,2000–5000,1–1.5L,None,<2 hrs,"Comfy (PJs, oversized)",None,Medium,Afternoon,No,No clue,None,
2025-05-03,user_036,22,5,6,7,Mild tiredness,,4.7,No,5000–8000,<1L,1 cup,<2 hrs,Athletic/Activewear,"Other, Happy Vibey pop",Loud,Afternoon,No,No clue,None,
2025-05-04,user_036,22,4,6,5,Full-on burnout,,1.6,Yes,<2000,1–1.5L,None,8+ hrs,Formal (workwear),None,Low (background),Afternoon,No,No clue,None,
2025-05-05,user_036,22,4,1,2,Full-on burnout,A bit tired.,0.0,Kind of,5000–8000,1.5–2.5L,None,8+ hrs,"Comfy (PJs, oversized)","EDM, Bollywood",Medium,Afternoon,No,No clue,None,
2025-05-06,user_036,22,10,8,6,Not at all,,6.9,Yes,5000–8000,1.5–2.5L,None,5–8 hrs,"Comfy (PJs, oversized)","Sad Pop, Dance music",Low (background),Afternoon,No,No clue,None,
2025-05-07,user_036,22,4,5,10,Mild tiredness,Productive day at work.,7.4,Yes,5000–8000,2.5L+,None,8+ hrs,Athletic/Activewear,"K-pop / J-pop, Carnatic",Low (background),Morning,No,No clue,None,
2025-05-08,user_036,22,6,2,7,Drained,,0.5,Kind of,5000–8000,1.5–2.5L,2 cups,8+ hrs,"Casual (jeans, tee)",None,Medium,Night,No,No clue,None,
2025-05-09,user_036,22,8,7,1,Not at all,,2.3,Yes,<2000,1.5–2.5L,2 cups,2–5 hrs,Formal (workwear),"EDM, Sad Pop",Loud,Night,No,No clue,None,
2025-05-10,user_036,22,2,4,1,Full-on burnout,,2.5,Kind of,<2000,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)","Western classical, Other",Medium,Afternoon,No,No clue,None,
2025-05-11,user_036,22,3,4,3,Not at all,,3.0,Kind of,8000+,2.5L+,1 cup,5–8 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-05-12,user_036,22,10,4,2,Not at all,,8.2,No,8000+,<1L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)",Western classical,Medium,Afternoon,No,No clue,None,
2025-05-13,user_036,22,4,7,10,Drained,,2.4,No,2000–5000,1.5–2.5L,1 cup,2–5 hrs,Athletic/Activewear,Happy Vibey pop,Low (background),Afternoon,No,No clue,None,
2025-05-14,user_036,22,1,3,6,Drained,,6.4,Yes,<2000,<1L,3+ cups,<2 hrs,Athletic/Activewear,"Rock, Bollywood",Low (background),Afternoon,No,No clue,None,
2025-05-15,user_036,22,1,7,4,Not at all,,11.4,Kind of,2000–5000,2.5L+,3+ cups,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Morning,No,No clue,None,
2025-05-16,user_036,22,2,6,1,Not at all,Productive day at work.,4.2,No,2000–5000,<1L,None,5–8 hrs,Formal (workwear),Dance music,Medium,Morning,No,No clue,None,
2025-05-17,user_036,22,3,8,8,Not at all,,5.0,No,2000–5000,1.5–2.5L,3+ cups,8+ hrs,"Casual (jeans, tee)",None,Medium,Afternoon,No,No clue,None,
2025-05-18,user_036,22,5,8,9,Full-on burnout,,8.2,Yes,2000–5000,1–1.5L,1 cup,<2 hrs,Athletic/Activewear,Western classical,Low (background),Morning,No,No clue,None,
2025-05-19,user_036,22,7,4,7,Mild tiredness,,6.6,Kind of,8000+,1–1.5L,1 cup,2–5 hrs,Formal (workwear),None,Low (background),Night,No,No clue,None,
2025-05-20,user_036,22,7,10,10,Full-on burnout,,8.6,No,<2000,2.5L+,1 cup,2–5 hrs,Formal (workwear),None,Loud,Afternoon,Yes,Menstrual,"Cramps, Food craving",Attended a social event
2025-05-21,user_036,22,2,8,3,Not at all,,3.4,Kind of,<2000,1–1.5L,2 cups,<2 hrs,"Casual (jeans, tee)",Lofi,Medium,Morning,Yes,Menstrual,None,
2025-05-22,user_036,22,5,7,2,Drained,,2.2,Kind of,2000–5000,1.5–2.5L,3+ cups,<2 hrs,Athletic/Activewear,Dance music,Loud,Afternoon,Yes,Menstrual,Low energy,
2025-05-23,user_036,22,4,3,8,Not at all,Productive day at work.,5.2,Kind of,2000–5000,1–1.5L,2 cups,8+ hrs,"Casual (jeans, tee)",None,Loud,Morning,Not sure,Menstrual,None,Travelled for work
2025-05-24,user_036,22,10,3,9,Mild tiredness,,7.6,Kind of,5000–8000,1.5–2.5L,1 cup,<2 hrs,Formal (workwear),Rock,Loud,Night,Yes,No clue,None,None
2025-05-25,user_036,22,1,3,1,Not at all,,3.9,Yes,<2000,<1L,3+ cups,2–5 hrs,Athletic/Activewear,K-pop / J-pop,Low (background),Morning,Yes,Follicular,None,
2025-05-26,user_036,22,10,10,3,Full-on burnout,A bit tired.,8.7,Kind of,<2000,<1L,1 cup,<2 hrs,Formal (workwear),EDM,Low (background),Night,Yes,Follicular,None,
2025-05-27,user_036,22,10,3,2,Drained,,11.9,Yes,2000–5000,1–1.5L,None,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,Follicular,None,
2025-05-28,user_036,22,3,10,10,Not at all,A bit tired.,9.8,Kind of,5000–8000,<1L,3+ cups,2–5 hrs,"Casual (jeans, tee)",EDM,Low (background),Night,No,Follicular,None,
2025-05-29,user_036,22,6,9,1,Drained,A bit tired.,11.9,Kind of,2000–5000,1–1.5L,1 cup,5–8 hrs,Formal (workwear),Dance music,Loud,Afternoon,No,Follicular,None,
2025-05-30,user_036,22,1,1,1,Drained,Relaxed evening.,4.9,No,8000+,1.5–2.5L,2 cups,8+ hrs,"Comfy (PJs, oversized)",None,Medium,Morning,Not sure,Follicular,None,
2025-05-31,user_036,22,1,1,3,Mild tiredness,,8.4,Yes,2000–5000,1.5–2.5L,3+ cups,8+ hrs,Formal (workwear),Sad Pop,Loud,Morning,No,No clue,None,
2025-06-01,user_036,22,9,2,10,Not at all,,3.7,Yes,2000–5000,<1L,None,8+ hrs,Athletic/Activewear,K-pop / J-pop,Loud,Afternoon,No,Follicular,None,
2025-06-02,user_036,22,9,3,4,Mild tiredness,A bit tired.,2.7,Kind of,8000+,2.5L+,1 cup,5–8 hrs,Athletic/Activewear,None,Loud,Night,No,Follicular,None,
2025-06-03,user_036,22,3,1,10,Drained,,0.7,Kind of,5000–8000,1.5–2.5L,1 cup,5–8 hrs,Athletic/Activewear,"K-pop / J-pop, EDM",Loud,Afternoon,No,Ovulation,None,
2025-06-04,user_036,22,6,9,6,Full-on burnout,,4.9,Kind of,8000+,<1L,3+ cups,2–5 hrs,Athletic/Activewear,"K-pop / J-pop, Other",Loud,Afternoon,No,Ovulation,None,
2025-06-05,user_036,22,4,6,2,Full-on burnout,,4.1,No,<2000,1–1.5L,3+ cups,8+ hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,Luteal,None,
2025-06-06,user_036,22,2,3,4,Mild tiredness,,10.6,Yes,<2000,1.5–2.5L,1 cup,2–5 hrs,Formal (workwear),Happy Vibey pop,Medium,Afternoon,No,Luteal,None,
2025-06-07,user_036,22,8,5,8,Mild tiredness,A bit tired.,2.1,Yes,8000+,1.5–2.5L,3+ cups,2–5 hrs,Formal (workwear),None,Medium,Afternoon,No,Luteal,Food craving,
2025-06-08,user_036,22,6,4,9,Not at all,A bit tired.,2.7,No,<2000,1.5–2.5L,None,5–8 hrs,"Casual (jeans, tee)","EDM, Lofi",Loud,Morning,No,Luteal,Food craving,Travelled for work
2025-06-09,user_036,22,8,9,3,Mild tiredness,,3.9,Kind of,8000+,1–1.5L,None,5–8 hrs,Athletic/Activewear,"Happy Vibey pop, Carnatic",Medium,Night,No,Luteal,None,
2025-06-10,user_036,22,4,10,10,Drained,,4.5,Kind of,2000–5000,1.5–2.5L,2 cups,5–8 hrs,Athletic/Activewear,"Dance music, Other",Low (background),Morning,No,Luteal,Food craving,Started new hobby
2025-06-11,user_036,22,4,8,5,Drained,,7.1,Kind of,<2000,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Morning,No,Luteal,None,
2025-06-12,user_036,22,2,4,8,Not at all,,3.7,Yes,8000+,1.5–2.5L,3+ cups,8+ hrs,Athletic/Activewear,Western classical,Loud,Afternoon,No,Luteal,Food craving,
2025-06-13,user_036,22,6,2,10,Drained,,6.9,Kind of,8000+,1–1.5L,2 cups,2–5 hrs,Athletic/Activewear,None,Loud,Night,No,No clue,None,
2025-03-16,user_037,41,7,10,4,Drained,Feeling well today.,5.7,Kind of,<2000,1–1.5L,None,2–5 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-03-17,user_037,41,3,6,9,Full-on burnout,,0.5,Kind of,2000–5000,1.5–2.5L,None,<2 hrs,Athletic/Activewear,K-pop / J-pop,Low (background),Afternoon,No,No clue,None,Attended a social event
2025-03-18,user_037,41,2,4,7,Drained,,3.0,Kind of,8000+,2.5L+,3+ cups,8+ hrs,Athletic/Activewear,None,Loud,Afternoon,No,No clue,None,
2025-03-19,user_037,41,8,5,3,Mild tiredness,,10.2,Kind of,5000–8000,<1L,1 cup,2–5 hrs,"Comfy (PJs, oversized)","Lofi, Happy Vibey pop",Medium,Morning,No,No clue,None,
2025-03-20,user_037,41,1,1,6,Full-on burnout,A bit tired.,4.3,No,2000–5000,<1L,2 cups,8+ hrs,Athletic/Activewear,None,Loud,Night,No,No clue,None,
2025-03-21,user_037,41,7,1,1,Mild tiredness,,6.1,Kind of,2000–5000,1.5–2.5L,1 cup,8+ hrs,Athletic/Activewear,K-pop / J-pop,Loud,Morning,No,No clue,None,
2025-03-22,user_037,41,9,2,1,Drained,,9.6,No,2000–5000,<1L,2 cups,5–8 hrs,"Comfy (PJs, oversized)",None,Medium,Morning,No,No clue,None,
2025-03-23,user_037,41,1,5,9,Full-on burnout,,1.3,Kind of,2000–5000,2.5L+,None,5–8 hrs,Formal (workwear),None,Medium,Afternoon,No,No clue,None,
2025-03-24,user_037,41,6,5,3,Full-on burnout,,3.0,Yes,8000+,2.5L+,3+ cups,5–8 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,No,No clue,None,
2025-03-25,user_037,41,3,9,7,Full-on burnout,,10.3,No,8000+,1.5–2.5L,2 cups,8+ hrs,"Casual (jeans, tee)",Sad Pop,Loud,Night,No,No clue,None,
2025-03-26,user_037,41,6,5,4,Mild tiredness,A bit tired.,9.2,Kind of,<2000,<1L,1 cup,<2 hrs,Athletic/Activewear,"Sad Pop, EDM",Loud,Afternoon,No,No clue,None,
2025-03-27,user_037,41,5,7,10,Not at all,,5.7,Yes,<2000,1–1.5L,None,8+ hrs,Formal (workwear),"Dance music, Bollywood",Low (background),Morning,No,No clue,None,
2025-03-28,user_037,41,2,8,1,Mild tiredness,,6.6,No,8000+,2.5L+,2 cups,<2 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-03-29,user_037,41,2,4,10,Drained,Relaxed evening.,4.2,Yes,2000–5000,2.5L+,2 cups,8+ hrs,"Comfy (PJs, oversized)",Bollywood,Loud,Afternoon,No,No clue,None,
2025-03-30,user_037,41,5,8,7,Drained,,9.4,Kind of,5000–8000,<1L,2 cups,2–5 hrs,"Casual (jeans, tee)",None,Loud,Morning,No,No clue,None,
2025-03-31,user_037,41,3,9,3,Full-on burnout,,2.2,No,5000–8000,1–1.5L,1 cup,8+ hrs,"Casual (jeans, tee)",Dance music,Loud,Morning,No,No clue,None,
2025-04-01,user_037,41,2,3,7,Mild tiredness,,5.8,No,5000–8000,1–1.5L,1 cup,5–8 hrs,"Comfy (PJs, oversized)","Carnatic, Bollywood",Loud,Night,No,No clue,None,
2025-04-02,user_037,41,3,8,8,Not at all,,2.1,Kind of,8000+,2.5L+,3+ cups,<2 hrs,Formal (workwear),Western classical,Medium,Afternoon,No,No clue,None,
2025-04-03,user_037,41,2,7,7,Drained,,4.0,Yes,<2000,2.5L+,3+ cups,<2 hrs,Formal (workwear),None,Loud,Morning,No,No clue,None,
2025-04-04,user_037,41,10,4,9,Full-on burnout,,0.4,Yes,<2000,<1L,1 cup,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-05,user_037,41,3,6,6,Full-on burnout,,0.8,Yes,2000–5000,<1L,3+ cups,8+ hrs,Formal (workwear),"Western classical, Carnatic",Medium,Afternoon,No,No clue,None,
2025-04-06,user_037,41,5,2,5,Full-on burnout,Relaxed evening.,3.1,No,5000–8000,1–1.5L,None,2–5 hrs,"Comfy (PJs, oversized)","Dance music, Rock",Low (background),Afternoon,No,No clue,None,
2025-04-07,user_037,41,9,5,1,Drained,,9.5,No,2000–5000,<1L,1 cup,8+ hrs,Athletic/Activewear,Dance music,Medium,Morning,No,No clue,None,
2025-04-08,user_037,41,2,2,6,Not at all,,4.2,Kind of,2000–5000,1.5–2.5L,None,8+ hrs,Athletic/Activewear,EDM,Low (background),Afternoon,No,No clue,None,
2025-04-09,user_037,41,6,4,7,Not at all,Productive day at work.,7.4,Kind of,5000–8000,1.5–2.5L,1 cup,5–8 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,No clue,None,
2025-04-10,user_037,41,6,1,2,Drained,,5.5,No,5000–8000,2.5L+,1 cup,<2 hrs,Formal (workwear),None,Medium,Afternoon,No,No clue,None,
2025-04-11,user_037,41,6,8,4,Not at all,Productive day at work.,8.1,Yes,5000–8000,1–1.5L,1 cup,2–5 hrs,Athletic/Activewear,None,Medium,Morning,No,No clue,None,
2025-04-12,user_037,41,10,3,4,Not at all,,7.9,Yes,<2000,2.5L+,3+ cups,2–5 hrs,"Comfy (PJs, oversized)","Rock, K-pop / J-pop",Loud,Night,No,No clue,None,
2025-04-13,user_037,41,2,9,3,Mild tiredness,,5.7,No,2000–5000,1.5–2.5L,2 cups,8+ hrs,Athletic/Activewear,Other,Low (background),Afternoon,No,No clue,None,
2025-04-14,user_037,41,5,1,10,Drained,,8.3,No,5000–8000,2.5L+,1 cup,<2 hrs,Athletic/Activewear,None,Low (background),Night,No,No clue,None,
2025-04-15,user_037,41,2,8,6,Full-on burnout,,3.7,Kind of,5000–8000,<1L,3+ cups,5–8 hrs,Formal (workwear),None,Loud,Afternoon,No,No clue,None,
2025-04-16,user_037,41,8,8,4,Mild tiredness,Feeling well today.,9.8,Kind of,2000–5000,2.5L+,None,5–8 hrs,Formal (workwear),"Rock, Happy Vibey pop",Low (background),Night,No,No clue,None,
2025-04-17,user_037,41,7,8,6,Not at all,A bit tired.,7.3,Kind of,5000–8000,2.5L+,2 cups,8+ hrs,"Comfy (PJs, oversized)",Other,Low (background),Afternoon,No,No clue,None,
2025-04-18,user_037,41,5,2,9,Mild tiredness,,4.9,Yes,2000–5000,1.5–2.5L,3+ cups,5–8 hrs,Formal (workwear),Carnatic,Loud,Afternoon,No,No clue,None,
2025-04-19,user_037,41,4,1,7,Mild tiredness,Relaxed evening.,10.2,Yes,8000+,<1L,2 cups,<2 hrs,"Comfy (PJs, oversized)","Bollywood, Western classical",Low (background),Morning,No,No clue,None,
2025-04-20,user_037,41,1,8,9,Mild tiredness,,11.6,No,8000+,1.5–2.5L,None,2–5 hrs,"Comfy (PJs, oversized)",None,Low (background),Afternoon,No,No clue,None,
2025-04-21,user_037,41,3,1,8,Not at all,,9.5,Yes,<2000,<1L,3+ cups,5–8 hrs,"Casual (jeans, tee)",Other,Loud,Morning,No,No clue,None,
2025-04-22,user_037,41,5,7,8,Mild tiredness,,4.1,Kind of,2000–5000,1–1.5L,2 cups,8+ hrs,Formal (workwear),"Carnatic, Western classical",Loud,Night,No,No clue,None,
2025-04-23,user_037,41,10,9,3,Not at all,,2.5,No,8000+,1.5–2.5L,1 cup,5–8 hrs,"Casual (jeans, tee)",EDM,Low (background),Night,No,No clue,None,Attended a social event
2025-04-24,user_037,41,8,1,4,Full-on burnout,,4.0,No,<2000,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,No clue,None,
2025-04-25,user_037,41,3,7,5,Not at all,Feeling well today.,12.0,No,5000–8000,2.5L+,3+ cups,2–5 hrs,"Casual (jeans, tee)",Rock,Low (background),Morning,Yes,Menstrual,Cramps,
2025-04-26,user_037,41,1,7,6,Drained,Productive day at work.,8.6,No,5000–8000,1–1.5L,2 cups,8+ hrs,"Comfy (PJs, oversized)","Sad Pop, Carnatic",Loud,Night,Yes,Menstrual,"Low energy, Food craving",
2025-04-27,user_037,41,4,6,8,Drained,,4.0,No,5000–8000,2.5L+,None,5–8 hrs,Formal (workwear),"Sad Pop, Carnatic",Medium,Morning,Yes,Menstrual,None,
2025-04-28,user_037,41,5,7,6,Full-on burnout,,8.6,No,5000–8000,1.5–2.5L,1 cup,5–8 hrs,Athletic/Activewear,Lofi,Low (background),Morning,Yes,Menstrual,Low energy,
2025-04-29,user_037,41,6,2,10,Not at all,A bit tired.,9.2,No,2000–5000,<1L,3+ cups,<2 hrs,Formal (workwear),"Dance music, Bollywood",Medium,Night,Yes,Menstrual,Low energy,
2025-04-30,user_037,41,5,6,1,Drained,A bit tired.,9.4,No,<2000,1–1.5L,1 cup,2–5 hrs,"Casual (jeans, tee)",None,Loud,Morning,Yes,No clue,None,
2025-05-01,user_037,41,4,9,9,Drained,,10.7,Kind of,5000–8000,1–1.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Morning,Yes,No clue,None,
2025-05-02,user_037,41,4,6,5,Full-on burnout,,3.9,Kind of,5000–8000,1–1.5L,1 cup,<2 hrs,"Comfy (PJs, oversized)",None,Low (background),Night,No,Follicular,None,Attended a social event
2025-05-03,user_037,41,3,1,2,Drained,,2.1,Yes,<2000,<1L,1 cup,5–8 hrs,Athletic/Activewear,"Bollywood, Carnatic",Loud,Afternoon,No,No clue,None,
2025-05-04,user_037,41,3,4,7,Not at all,Relaxed evening.,6.1,Yes,5000–8000,<1L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",Carnatic,Loud,Morning,No,Follicular,None,
2025-05-05,user_037,41,8,5,5,Full-on burnout,,11.7,No,5000–8000,2.5L+,2 cups,8+ hrs,Athletic/Activewear,Lofi,Loud,Night,No,Follicular,None,
2025-05-06,user_037,41,2,9,5,Full-on burnout,,8.3,Yes,<2000,2.5L+,2 cups,2–5 hrs,"Casual (jeans, tee)",Lofi,Medium,Afternoon,No,Follicular,None,
2025-05-07,user_037,41,6,1,10,Not at all,,8.4,Yes,5000–8000,1.5–2.5L,None,5–8 hrs,"Casual (jeans, tee)","Rock, Happy Vibey pop",Medium,Night,No,Follicular,None,
2025-05-08,user_037,41,1,1,3,Not at all,,4.2,Kind of,<2000,1–1.5L,3+ cups,8+ hrs,Athletic/Activewear,None,Loud,Afternoon,No,Follicular,None,Attended a social event
2025-05-09,user_037,41,1,6,8,Not at all,,6.7,No,8000+,2.5L+,2 cups,5–8 hrs,"Casual (jeans, tee)",None,Low (background),Morning,No,Ovulation,None,
2025-05-10,user_037,41,6,3,3,Drained,,11.7,No,2000–5000,<1L,1 cup,<2 hrs,Athletic/Activewear,"Happy Vibey pop, K-pop / J-pop",Medium,Morning,No,Ovulation,None,
2025-05-11,user_037,41,3,10,6,Mild tiredness,,1.1,Kind of,8000+,1–1.5L,None,2–5 hrs,Athletic/Activewear,None,Low (background),Afternoon,No,Luteal,Food craving,
2025-05-12,user_037,41,4,2,2,Drained,Productive day at work.,9.4,Kind of,2000–5000,<1L,1 cup,2–5 hrs,Formal (workwear),None,Low (background),Night,No,Luteal,Food craving,None
2025-05-13,user_037,41,6,2,10,Mild tiredness,,5.5,Yes,2000–5000,<1L,None,8+ hrs,Formal (workwear),None,Low (background),Night,No,Luteal,None,
2025-05-14,user_037,41,6,3,10,Mild tiredness,,6.5,No,5000–8000,1–1.5L,1 cup,5–8 hrs,Formal (workwear),Other,Low (background),Afternoon,No,No clue,None,
2025-05-15,user_037,41,7,10,10,Drained,,5.8,No,8000+,1–1.5L,2 cups,8+ hrs,"Casual (jeans, tee)","Bollywood, Other",Low (background),Morning,No,Luteal,Food craving,
2025-05-16,user_037,41,10,9,1,Full-on burnout,Productive day at work.,7.8,Yes,2000–5000,2.5L+,1 cup,8+ hrs,"Comfy (PJs, oversized)","K-pop / J-pop, Bollywood",Loud,Morning,No,Luteal,Low energy,
2025-05-17,user_037,41,7,8,4,Full-on burnout,Feeling well today.,10.3,Yes,5000–8000,1–1.5L,2 cups,5–8 hrs,"Casual (jeans, tee)",Happy Vibey pop,Loud,Night,No,Luteal,None,Attended a social event
2025-05-18,user_037,41,1,2,8,Drained,,2.8,Yes,5000–8000,2.5L+,2 cups,5–8 hrs,Athletic/Activewear,"Rock, EDM",Loud,Afternoon,No,Luteal,Low energy,
2025-05-19,user_037,41,2,8,4,Not at all,,4.0,Yes,8000+,<1L,None,2–5 hrs,Athletic/Activewear,"Bollywood, Carnatic",Low (background),Morning,No,Luteal,Food craving,
2025-05-20,user_037,41,5,7,3,Not at all,,7.9,No,<2000,2.5L+,None,8+ hrs,"Comfy (PJs, oversized)",None,Loud,Morning,No,Luteal,Food craving,Felt sick
2025-05-21,user_037,41,8,7,3,Mild tiredness,,4.7,Yes,5000–8000,<1L,None,8+ hrs,Athletic/Activewear,None,Medium,Morning,No,Luteal,Low energy,
2025-05-22,user_037,41,6,2,10,Not at all,,10.3,Kind of,2000–5000,<1L,3+ cups,8+ hrs,"Comfy (PJs, oversized)","Other, Lofi",Low (background),Afternoon,No,Luteal,Low energy,Attended a social event
2025-05-23,user_037,41,2,9,9,Mild tiredness,,11.6,Yes,8000+,1–1.5L,None,5–8 hrs,"Casual (jeans, tee)","EDM, Happy Vibey pop",Loud,Night,No,Luteal,None,
2025-05-24,user_037,41,1,2,6,Drained,Productive day at work.,5.6,Kind of,2000–5000,<1L,None,8+ hrs,Formal (workwear),Other,Low (background),Night,No,Luteal,None,
2025-05-25,user_037,41,5,3,6,Mild tiredness,,0.1,Kind of,8000+,<1L,None,5–8 hrs,"Casual (jeans, tee)","EDM, Other",Loud,Morning,No,Luteal,Food craving,
2025-05-26,user_037,41,5,7,5,Mild tiredness,,2.8,Yes,5000–8000,<1L,3+ cups,5–8 hrs,Athletic/Activewear,"Other, K-pop / J-pop",Medium,Morning,No,No clue,None,
2025-05-27,user_037,41,2,3,2,Drained,Productive day at work.,0.4,No,5000–8000,1–1.5L,3+ cups,5–8 hrs,"Comfy (PJs, oversized)",None,Low (background),Morning,No,Luteal,Food craving,
2025-05-28,user_037,41,2,1,6,Mild tiredness,,2.5,Yes,<2000,1.5–2.5L,2 cups,8+ hrs,Athletic/Activewear,K-pop / J-pop,Loud,Night,Not sure,Luteal,Food craving,
2025-05-29,user_037,41,7,8,10,Not at all,,0.9,Yes,5000–8000,<1L,None,8+ hrs,"Casual (jeans, tee)","Happy Vibey pop, Sad Pop",Low (background),Afternoon,Yes,Menstrual,"Low energy, Food craving",
2025-05-30,user_037,41,1,10,8,Mild tiredness,,9.4,No,2000–5000,1.5–2.5L,1 cup,5–8 hrs,"Casual (jeans, tee)","EDM, Western classical",Loud,Night,Yes,Menstrual,None,
2025-05-31,user_037,41,8,4,1,Mild tiredness,Relaxed evening.,5.6,Yes,8000+,2.5L+,3+ cups,5–8 hrs,"Casual (jeans, tee)",EDM,Loud,Morning,Yes,Menstrual,Low energy,
2025-06-01,user_037,41,10,5,7,Drained,Productive day at work.,0.8,No,8000+,1.5–2.5L,1 cup,2–5 hrs,Formal (workwear),EDM,Medium,Afternoon,Yes,Menstrual,"Cramps, Food craving",
2025-06-02,user_037,41,7,5,5,Full-on burnout,,7.4,Yes,<2000,<1L,3+ cups,2–5 hrs,"Comfy (PJs, oversized)",None,Loud,Afternoon,Yes,Menstrual,Cramps,
2025-06-03,user_037,41,9,5,10,Full-on burnout,,12.0,Yes,5000–8000,<1L,2 cups,2–5 hrs,"Comfy (PJs, oversized)",None,Medium,Night,Yes,Follicular,None,
2025-06-04,user_037,41,8,2,10,Not at all,,4.4,No,2000–5000,1.5–2.5L,3+ cups,<2 hrs,"Comfy (PJs, oversized)","K-pop / J-pop, Happy Vibey pop",Low (background),Morning,Yes,Follicular,None,
2025-06-05,user_037,41,5,1,8,Mild tiredness,,7.9,Kind of,8000+,1–1.5L,None,5–8 hrs,Athletic/Activewear,None,Low (background),Morning,No,Follicular,None,
2025-06-06,user_037,41,5,6,8,Mild tiredness,,11.5,Yes,2000–5000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)","Carnatic, Dance music",Medium,Night,Not sure,Follicular,None,
2025-06-07,user_037,41,8,3,6,Full-on burnout,Productive day at work.,10.9,Yes,8000+,1.5–2.5L,1 cup,5–8 hrs,Athletic/Activewear,Lofi,Medium,Night,No,Follicular,None,
2025-06-08,user_037,41,3,7,9,Mild tiredness,,9.8,Kind of,8000+,1.5–2.5L,3+ cups,2–5 hrs,"Casual (jeans, tee)","Bollywood, Sad Pop",Low (background),Morning,No,Follicular,None,
2025-06-09,user_037,41,6,3,2,Full-on burnout,,4.3,Yes,2000–5000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)","Lofi, K-pop / J-pop",Loud,Afternoon,No,Follicular,None,
2025-06-10,user_037,41,1,9,5,Not at all,,11.4,Kind of,8000+,1.5–2.5L,2 cups,2–5 hrs,"Casual (jeans, tee)",None,Low (background),Afternoon,No,Follicular,None,
2025-06-11,user_037,41,3,3,7,Mild tiredness,,1.0,Yes,<2000,1–1.5L,None,2–5 hrs,"Comfy (PJs, oversized)",K-pop / J-pop,Loud,Afternoon,No,Follicular,None,Attended a social event
2025-06-12,user_037,41,4,8,8,Not at all,,10.3,Yes,<2000,<1L,1 cup,8+ hrs,"Casual (jeans, tee)","Lofi, Sad Pop",Medium,Night,No,Ovulation,None,
2025-06-13,user_037,41,5,5,2,Mild tiredness,,3.9,Kind of,<2000,1.5–2.5L,3+ cups,2–5 hrs,Formal (workwear),Other,Loud,Morning,No,Ovulation,None,
2025-03-16,user_038,36,9,2,10,Not at all,Relaxed evening.,8.5,Yes,8000+,2.5L+,2 cups,8+ hrs,Athletic/Activewear,Dance music,Medium,Night,No,No clue,None,Travelled for work
